gene,Plate,Row,Column,Phenotypes.GenerationTimeWhen,Phenotypes.Monotonicity,CurvePhaseMetaPhenotypes.InitialLagAlternativeModel,Phenotypes.GenerationTimePopulationSize,CurvePhaseMetaPhenotypes.ModalitiesAlternativeModel,Phenotypes.ResidualGrowthAsPopulationDoublings,CurvePhaseMetaPhenotypes.MajorImpulseAveragePopulationDoublingTime,Phenotypes.ExperimentLowPoint,CurvePhaseMetaPhenotypes.InitialLag,CurvePhaseMetaPhenotypes.FirstMinorImpulseYieldContribution,CurvePhaseMetaPhenotypes.TimeBeforeMajorGrowth,Phenotypes.ResidualGrowth,Phenotypes.ExperimentEndAverage,CurvePhaseMetaPhenotypes.InitialAccelerationAsymptoteIntersect,Phenotypes.ExperimentPopulationDoublings,CurvePhaseMetaPhenotypes.Collapses,CurvePhaseMetaPhenotypes.InitialAccelerationAsymptoteAngle,CurvePhaseMetaPhenotypes.FirstMinorImpulseAveragePopulationDoublingTime,CurvePhaseMetaPhenotypes.MajorImpulseYieldContribution,Phenotypes.ColonySize48h,Phenotypes.ChapmanRichardsParamXtra,Phenotypes.ExperimentLowPointWhen,Phenotypes.GenerationTimeStErrOfEstimate,Phenotypes.GenerationTime,Phenotypes.ExperimentGrowthYield,Phenotypes.InitialValue,Phenotypes.ExperimentBaseLine,Phenotypes.GrowthLag,CurvePhaseMetaPhenotypes.Modalities,CurvePhaseMetaPhenotypes.MajorImpulseFlankAsymmetry,Phenotypes.ChapmanRichardsParam2,Phenotypes.ChapmanRichardsParam3,Phenotypes.ChapmanRichardsParam1,Phenotypes.ChapmanRichardsParam4,CurvePhaseMetaPhenotypes.FinalRetardationAsymptoteAngle,Phenotypes.ChapmanRichardsFit,CurvePhaseMetaPhenotypes.FinalRetardationAsymptoteIntersect,k,kt2,log10n2,kt2b,log10n1,popt0
TC control,0,3,31,7.0219063333333329,0.97916666666666663,3.321089317493001,43328.842617495742,2.0,4.3556328842438319,0.728897811186899,1307.5790736479246,UndecidedProblem,1.7905580260504301,11.512417335634959,843731.64882840007,887060.49144589587,0.73351881560282906,9.4059904859003591,0.0,0.60779312533150709,0.94109829567857839,3.4256745524924774,886998.72240002104,10.448942067018326,0.19815369444444444,0.063219708871728966,0.65532400504342214,885752.9123722479,1308.6332419576686,1307.5790736479246,0.60097039771251892,2.0,UndecidedProblem,-10.714160809572524,-0.88666144543680459,2.2265001238104896,12.99678455502705,-0.7773550096736771,0.99952638689603923,0.18728105002142381,1.05749216367,7.42561092154,4.63677708849,3.22432085173,1.41245623676,25.8497434221
LB_10TET_2Xdil,0,3,32,7.2053549444444442,1.0,4.5171216715991109,14232.173666762612,1.0,5.6427263681859614,0.79318559804118927,1334.1134218956772,UndecidedProblem,UndecidedProblem,11.606213760684748,696819.44383497804,711051.61750174069,0.68444561568555373,9.0579291583680384,0.0,0.68832160251671415,UndecidedProblem,3.6031423943760927,711774.14680351422,10.556564850705231,0.19815369444444444,0.056864006737172977,0.7180859940831541,709717.50407984504,1332.0444071667805,1334.1134218956772,0.45027409214311098,1.0,-1.1747839959917972,-9.9752994239146773,-0.95267153671947824,2.1819035853820172,12.659143107395135,-0.80862920273206296,0.99929135970947591,0.22569517486847118,0.965065473648,6.95363928226,4.15327123455,3.01938310129,1.13388813326,13.6109404304
TC control,0,3,33,7.0219063333333329,1.0,3.2541666501254296,39675.535841483055,2.0,4.5413566106142937,0.76526286457509485,1347.2068754044101,UndecidedProblem,1.1539636750499564,10.397855261298091,884187.01184152765,923862.54768301069,0.8214353490453068,9.4215630068807315,0.0,0.27181730180087282,1.4239075519865407,3.48093220903462,923899.71741772245,10.552307024445851,0.19815369444444444,0.064079427866559666,0.67615186796041638,922515.34080760623,1343.978938496401,1347.2068754044101,0.59933586957779816,2.0,-6.8112499647068825,-11.257447787209394,-0.95592836917395274,2.2218761842423604,13.377170591004541,-0.76675022565530637,0.99907785075006084,0.19206474035734691,1.02491767432,7.19687590848,4.59852280087,3.12500039448,1.47352240639,29.752427555
LB_10TET_2Xdil,0,3,34,7.2053549444444442,0.95833333333333337,4.437435799339684,15473.538586095316,1.0,5.5605637320490562,0.80784500901614831,1401.9446378054213,4.3786684411182524,UndecidedProblem,4.3786684411182524,714800.93173543992,730274.47032153525,0.59095457336400858,9.0092812913392404,0.0,0.76853467848884727,UndecidedProblem,3.5374012235828047,731224.44479933393,10.517948851283629,1.2340107222222223,0.059132173775290842,0.71908870617289244,728857.29947269009,1421.0140152908266,1417.1708488451934,0.45526885118546312,1.0,-1.0418333359004259,-9.0484798504780386,-0.96191305924958459,2.1903239405579575,11.68305146517824,-0.80068504784519701,0.99972775657952273,0.23745133020284145,0.963719766492,6.94394298455,4.18958964225,3.01517281136,1.17441683089,14.9422786444
TC control,0,3,35,7.0219063333333329,0.94444444444444442,3.4682787364370289,46554.609096786917,1.0,4.3237446466102352,0.73337718333929725,1591.8780928905028,UndecidedProblem,UndecidedProblem,10.130314777843186,885710.68451168388,932265.29360847082,0.59307081507571902,9.1330966709810184,0.0,0.80524576350308574,UndecidedProblem,5.4600466082644132,932766.64857704029,10.668981970177057,1.4019958333333336,0.062268595002498407,0.64211347905152671,930604.92900864105,1671.6252902782833,1660.364599829735,0.56425600035008827,1.0,-0.86138306500028261,27.148312342433144,-0.87645079529931424,2.2069158842493506,2.317937477156522,-0.69362506384478073,0.99958018051214592,0.19627620373200544,1.07924848583,7.57838177792,4.66796268438,3.29065643852,1.37730624585,23.8399997138
LB_1TET_2Xdil,0,3,36,7.0219063333333329,0.89583333333333337,4.3612835326510258,10303.038824293577,1.0,5.9870091161909542,0.67409938924235702,690.89780193933598,UndecidedProblem,UndecidedProblem,10.921005274439917,643180.51868039824,653483.55750469177,0.49768745698637895,9.5117110494379329,0.0,0.91893603848642202,UndecidedProblem,3.9672356330680696,654270.211697269,9.5550235777450787,2.607411805555556,0.073130317698339761,0.59568998132758333,652588.34873361595,909.03752757166421,895.20877107583931,0.38625673482909056,1.0,-0.92443926559706313,25.427435911563048,-0.89002993443062584,2.2715217322252879,2.7071650247595103,-0.84950055654906254,0.99961899195414228,0.22222727435398029,1.163356816,8.16898259419,4.01296533635,3.54710490412,0.465860432232,2.92321280373
TC control,0,3,37,7.0219063333333329,0.94444444444444442,3.6193956395983542,45223.903584489031,1.0,4.3386524303444087,0.70473456331841544,1618.9332106873894,UndecidedProblem,UndecidedProblem,9.9283181871172435,869800.27255696408,915024.17614145309,0.5527719512623952,9.0939987925973469,0.0,0.88203550638125161,UndecidedProblem,4.0462854007052265,916971.84010820312,10.688841402262018,1.4019958333333336,0.062969254263561841,0.64030178570546126,913349.74939825025,1684.740671769282,1674.4267432028182,0.5570790900121908,1.0,-0.89564034912594648,0.19397079930122194,-0.85417977548258506,2.2003491440256431,3.0116420553360359,-0.78998658887678519,0.99957329810239659,0.20150121825130426,1.08230215107,7.59982432915,4.65536804655,3.29996714249,1.35540090407,22.6673580158
LB_1TET_2Xdil,0,3,38,7.2053549444444442,1.0,4.6408736726131687,13259.209165887678,1.0,5.6397487013481538,0.84064584731229719,1582.104983815409,UndecidedProblem,UndecidedProblem,11.825304056788426,647816.42278292577,661075.63194881345,0.69173064651555549,8.706826189978397,0.0,0.65140145157192042,UndecidedProblem,3.8224570113740839,662173.63084841322,10.8059474173672,0.19815369444444444,0.052467537510427896,0.76741099343341312,659493.52696499799,1580.235621829743,1582.1049838154092,0.4323633859008813,1.0,-1.1886631791376612,-8.3983117367482691,-0.94544797631960997,2.1409799446707587,11.180755619292897,-0.77429692032036612,0.99923165033820893,0.2213563575721938,0.903036320733,6.5066972186,4.12251762172,2.82531359905,1.29720402267,19.824581254
TC control,0,3,39,7.0219063333333329,1.0,3.2600911035379601,48782.232719096282,2.0,4.2108677147799174,0.78503653475475754,1808.8746767225221,UndecidedProblem,2.0716062507632884,12.391880813806093,854574.24606723967,903356.47878633591,0.75659052352021394,8.9640591422042952,0.0,0.380295683103541,1.1440529875956102,3.3911643370003297,904111.39843466959,10.989851724236294,0.19815369444444444,0.062167231271695683,0.6930549915720885,901547.60410961334,1804.1390997149147,1808.8746767225223,0.59841786774964589,2.0,UndecidedProblem,-10.993892741937451,-0.914790956375095,2.1715618231579827,13.199641818866638,-0.7429525540133709,0.99913178554620607,0.20330129695923491,0.999920653379,7.02134916879,4.6882616737,3.0487838336,1.6394778401,43.599131695
LB_0.1TET_2Xdil,0,3,40,7.2053549444444442,1.0,2.8487227044388592,12054.378718717471,1.0,5.7298514600755635,0.65624319378837925,114.97883365137136,UndecidedProblem,UndecidedProblem,10.959310798928049,627683.39105170639,639737.76977042388,0.50317830168404343,12.441896645173689,0.0,0.55469528798958712,UndecidedProblem,5.5917801945104912,640150.05796781124,7.1567371645620481,0.19815369444444444,0.08032821479967292,0.55043696559428645,639622.79093677248,114.05993704827655,114.97883365137136,0.66478349270861437,1.0,-1.419063649478189,-11.924324105822029,-1.0377510366085201,2.49952193558557,13.832449023136016,-0.78714791972285858,0.99835455361598868,0.20342726843198783,1.25899974623,9.07154004657,4.0811448318,3.93901000719,0.142134824609,1.3871864073
TC control,0,3,41,7.0219063333333329,0.99305555555555558,3.6906425115263262,46012.483136259987,1.0,4.2758440878439146,0.80516868285035526,2688.6060620414787,UndecidedProblem,UndecidedProblem,10.369619117448851,845306.17648505175,891318.6596213117,0.64316855604679757,8.3729391133932065,0.0,0.75034019041516187,UndecidedProblem,3.3157810556158971,891872.90887240006,11.504831049104132,0.19815369444444444,0.06045389129991513,0.71400021576953854,888630.05355927022,2688.5463671750736,2688.6060620414792,0.53609231843076155,1.0,-0.99888434027253292,-8.2937127345831918,-0.87509620457234061,2.1093834660513884,10.762425871962806,-0.74950306608281569,0.99950974099074585,0.22156459548207169,0.970587941984,6.81537761688,4.66287567128,2.95934764085,1.70352803044,50.5275255597
LB_0.1TET_2Xdil,0,3,42,7.2053549444444442,0.93055555555555558,4.505177889674945,8834.3058761066768,1.0,6.0815359435129626,0.66288576188211612,509.31823206716109,UndecidedProblem,UndecidedProblem,11.194333141960023,589435.61820093903,598269.92407704575,0.57190120622045348,10.131424369622508,0.0,0.86647128309759391,UndecidedProblem,4.0334263749211416,598859.03817601351,9.0427049685443723,1.9240195833333333,0.07289130764869664,0.58928782913442912,597736.5467671114,536.50747549124651,533.37730993439584,0.43832289192316803,1.0,-1.0473122696526871,-8.8315100250659455,-0.87731502796521721,2.3134689446867474,11.666848029498125,-0.90746600608981698,0.99977681542025554,0.22350816746977925,1.17599577955,8.4734670048,3.94617243205,3.67931697994,0.266855452114,1.84865322228
TC control,0,3,43,7.0219063333333329,1.0,2.6393265850476997,49473.106942149061,1.0,4.1888679354908742,0.80169781666354334,1118.4322870606816,UndecidedProblem,UndecidedProblem,10.339869008195269,852812.60801321419,902285.71495536331,0.66344567705995727,9.6559626205227111,0.0,0.59768283014005319,UndecidedProblem,5.8557407469534404,902638.72551387909,10.275274643474374,0.19815369444444444,0.062302564819827252,0.67028263619579298,901167.28266830265,1115.8574795417096,1118.4322870606818,0.65980042762779667,1.0,-1.0628225265649249,-10.266615709749816,-0.92700423812851707,2.2508498853559367,12.321670093843201,-0.63523077561392616,0.9992823465382572,0.20788032267040155,1.03389221588,7.25989429865,4.69436918519,3.15236400289,1.5420051823,34.8341471661
LB_2Xdil,0,3,44,7.2053549444444442,1.0,4.6622495404959503,10179.84838804269,1.0,5.9410674276531878,0.76645337238988598,1005.1221062836879,UndecidedProblem,UndecidedProblem,11.665943324656823,615253.17977205501,625433.02816009766,0.71996854273487498,9.2813408211064026,0.0,0.65805976703966229,UndecidedProblem,3.9622741018583003,626375.03291859233,10.239753114210977,0.19815369444444444,0.056555704865858009,0.70374455408531156,624427.90605381399,1000.9593769701346,1005.1221062836879,0.43181721582791577,1.0,-1.2149999186408549,-12.57186935583219,-0.93879853966099902,2.1959268335768125,15.355653237035479,-0.79954256341400953,0.9989050566794907,0.21438950308401591,0.98473230944,7.09534581478,4.00774130995,3.08091437897,0.92682693098,8.44942063455
TC control,0,3,45,7.0219063333333329,1.0,3.675801092207172,37869.751116209191,1.0,4.5061878889532547,0.8196100347187868,2308.1459211477281,UndecidedProblem,UndecidedProblem,10.612383463232451,822708.11430592043,860577.86542212963,0.62458572085717179,8.5424274894093504,0.0,0.68962896864843826,UndecidedProblem,3.2445364229761928,861437.9463638044,11.311323918524311,0.19815369444444444,0.06171089264129092,0.72096514213976826,858269.71950098185,2304.00097597175,2308.1459211477286,0.53330887724722364,1.0,-1.0582416400767309,-8.2846510113801788,-0.95609396447952955,2.1250712485565604,10.554675248792531,-0.72979409082694779,0.99916097355320332,0.21162758460286069,0.961211519801,6.74953725857,4.5782924509,2.93075868804,1.64753376286,44.4154189394
LB_2Xdil,0,3,46,7.2053549444444442,0.82638888888888884,4.7306826059136418,12839.033911293638,1.0,5.7552302912713387,0.79632195622532187,1471.8647263363664,UndecidedProblem,UndecidedProblem,11.954753279980583,680633.54910171358,693472.58301300718,0.74262399909367449,8.8800499506594335,0.0,0.60103596059550179,UndecidedProblem,3.8083250986420225,690320.16925781546,10.807857551698481,0.19815369444444444,0.053251745146158096,0.73969025409369249,692000.71828667086,1463.8016209739151,1471.8647263363664,0.42468551752019179,1.0,-1.3194662052049106,-10.348148470141117,-0.9634930728764215,2.1569115445138829,13.093079563065988,-0.79304663811863496,0.99854233579030827,0.22921400130231598,0.936878640978,6.75054314812,4.10853234595,2.93119546162,1.17733688432,15.0430841291
TC control,0,3,47,7.0219063333333329,0.98611111111111116,3.4588919376702978,44712.995874605753,1.0,4.5082635536005622,0.75210253517046588,1708.6520480689085,UndecidedProblem,UndecidedProblem,10.298180069453442,972838.33717251639,1017551.3330471221,0.63868685365184819,9.2179063337704541,0.0,0.79902657386791076,UndecidedProblem,3.787277810410739,1017825.684835388,10.801974545863995,0.3681773888888889,0.061563219393395999,0.67202010078720775,1015842.5378137943,1710.8533691626631,1708.795233327766,0.57699166637047949,1.0,-0.95354373426745709,2.7315304402799709,-0.99125985565597174,2.2047087545167381,2.0772570374857366,-0.76190678302493975,0.99897749776569356,0.20110246365342649,1.03121915429,7.24112431057,4.65043376958,3.14421376924,1.50622000034,32.0789393421
LB,0,4,0,8.4996074166666666,1.0,3.634870310712599,49086.184786795238,2.0,4.2556063521258665,0.97098190232809856,1525.4298068163635,UndecidedProblem,1.6039881167012062,UndecidedProblem,888528.58443354198,937614.76922033727,0.96280955347643571,9.2636356895821752,0.0,0.098219831691035264,1.97226564027422,3.6904613540251248,939964.91340284399,10.910850313950208,0.19815369444444444,0.0019574370611220773,0.93586577830217588,936089.33941352088,1512.2192087009707,1525.4298068163637,0.83814259443999828,2.0,-5.1959109741954226,-9.7480013932613794,-1.1863407080121091,2.189604837330843,11.707866352110576,-0.66491686461708666,0.99762092390434454,0.16279273965739088,0.74049080121,6.29388110594,4.69095927797,2.73290538686,1.95805389111,90.7933187581
LB,0,4,1,7.2053549444444442,0.99305555555555558,3.3408664638168561,25307.716526315951,1.0,5.0664848432776779,0.90530480755290044,1282.0570609881097,UndecidedProblem,UndecidedProblem,11.624448488237336,822733.32677309844,848041.04329941433,0.5817604583268553,9.3695298055348033,0.0,0.61896064521985905,UndecidedProblem,3.1638912662135574,849359.5733874893,10.449133324570321,0.19815369444444444,0.053888607640043516,0.80348298040804256,846758.98623842618,1282.5550252479377,1282.0570609881097,0.62547245957920161,1.0,-1.2150358935584582,-13.738282078279301,-1.1026703567887068,2.2221123851169384,15.740153991942561,-0.75205940064223131,0.99949718237031604,0.24111520086302637,0.862494933804,6.21458213585,4.40325296125,2.69847248626,1.70478047499,50.6734501901
LB,0,4,2,7.2053549444444442,0.88194444444444442,5.3787300739053459,4193.9483065449695,1.0,6.9720115877235127,0.68696503084050509,658.07717434078882,UndecidedProblem,UndecidedProblem,11.855434203633822,522317.34530176577,526511.29360831075,0.58903427953007548,9.5116492898432785,0.0,0.80928596875433001,UndecidedProblem,4.660199304402127,527460.64209229883,9.4375730434571317,2.9847705000000002,0.060689657052464353,0.64122414319456866,525789.99358419422,722.82814272768928,721.30002411650605,0.30500967748431518,1.0,-1.0499605200583209,28.978700785532929,-0.85733980509882657,2.2498009251371669,3.2492223191530503,-0.84971831662919828,0.99971449425729675,0.21180179032527888,1.08074533274,7.78715372697,3.62262307317,3.38130860919,0.241314463976,1.74306853774
LB,0,4,3,7.2053549444444442,0.9375,5.1789545772495158,17878.781911054404,1.0,5.4382930059773607,0.84097045527608216,3319.6949642825493,5.1889650238816101,UndecidedProblem,5.1889650238816101,757345.28471727262,775224.06662832701,0.59171028434182271,7.857972087377382,0.0,0.73457128031477803,UndecidedProblem,3.6060818510534993,776073.67050337023,11.716667714627659,2.607411805555556,0.051250227136772707,0.7732659477401328,771882.56295085908,3334.3274125589419,3341.5036774679829,0.34625375809711012,1.0,-1.0087720877120103,-4.5120139392999494,-0.87208920561372816,2.0533514994335236,7.6426141817318856,-0.74101500401642295,0.9997824912510076,0.21975115702876977,0.896198781319,6.45743032018,4.2523379268,2.80392111167,1.44841681513,28.0812745184
LB_0.1TET,0,4,4,8.4996074166666666,0.90972222222222221,5.8692936716392703,25432.054966833137,1.0,4.4355604553721797,0.84776453623327419,2951.2465821084065,UndecidedProblem,UndecidedProblem,UndecidedProblem,524891.62204069167,550323.67700752476,0.63840841776039992,7.5095083332158516,0.0,0.72624161812261712,UndecidedProblem,3.8101824559577686,550973.49230694689,11.558414799115759,3.5164238611111109,0.001650138407705711,0.81631862388355159,547303.51015145064,3004.8444095996006,3020.1668560741596,0.46060158924128819,1.0,-1.0168264608286488,14.884766426441995,-0.82836928942100885,2.0076417588537923,3.5385373692931013,-0.73846169426209185,0.99971273879185329,0.21954971859315117,0.848933222549,7.21559911463,4.40538145356,3.13313031465,1.27225113891,18.7176421015
LB_0.1TET,0,4,5,7.2053549444444442,0.89583333333333337,5.3531247440350631,7142.6308213113098,1.0,6.2374565956922972,0.68362054868281374,1070.7758221191982,UndecidedProblem,UndecidedProblem,11.423625237718747,531771.70361576928,538914.33443708054,0.62442337823863225,8.8588575859284262,0.0,0.81492560721301799,UndecidedProblem,3.9171324398951821,539248.46130820387,10.12323225880894,2.607411805555556,0.063722880430748627,0.62713372510028664,537753.58662226307,1163.7206450401334,1160.7478148174255,0.30764367748940225,1.0,-1.0719075732678505,-0.36959719284381065,-0.79800143321174444,2.1810679640512753,4.2710902179459573,-0.87352493002153564,0.99971897286585965,0.21228720361847261,1.10502748021,7.96211521825,3.85385820348,3.45727973003,0.396578473449,2.49217464608
LB_0.1TET,0,4,6,7.2053549444444442,0.9375,5.2652458184271476,9194.0899951541087,1.0,5.9301977055243356,0.7719996322212197,1587.9999141987696,5.2325768921803038,UndecidedProblem,5.2325768921803038,551435.66005262733,560629.75004778139,0.67312420936195749,8.4502827005511776,0.0,0.7443378872752533,UndecidedProblem,3.9280813695547927,561168.79576571344,10.680098450449067,1.4019958333333336,0.056028675480915419,0.70853988602178086,559026.91963124089,1604.062003025314,1602.8304165404563,0.33172103331758807,1.0,-1.0679099684329987,-6.8385648045539709,-0.85534218953598207,2.1238322886587984,10.044428844276423,-0.79488584970360066,0.9996706387355575,0.22002989904717918,0.978067732913,7.04732517535,3.96350875047,3.06006303749,0.903445712976,8.00655539915
LB_0.1TET,0,4,7,7.2053549444444442,0.92361111111111116,4.7557431237230396,14887.323797492732,1.0,5.622509889534328,0.69914580721584008,1273.0287132527983,UndecidedProblem,UndecidedProblem,11.121957765364096,718546.20873173804,733433.53252923081,0.57707415121338501,9.0424410880524722,0.0,0.81126870349023772,UndecidedProblem,3.5430067997204091,733608.42265983368,10.398398424187045,1.9240195833333333,0.069347036379224528,0.61988474277606942,732042.57214697928,1405.0392815910607,1390.960382251591,0.38994657241600678,1.0,-1.0545804765967877,25.008623160534974,-0.8988834584762081,2.2037513376089986,2.7973680667154306,-0.85554813597479296,0.99974023609587104,0.23000920558032101,1.11794976095,8.05522483767,4.17281663432,3.49770943885,0.675107195477,4.73268059743
LB_1TET,0,4,8,7.2053549444444442,0.9375,4.6394822431285885,11332.972364723832,1.0,5.6661172321480695,0.73257598578460126,974.38883665346373,UndecidedProblem,UndecidedProblem,11.325301554569915,564126.94044563407,575459.91281035787,0.59233052126895303,9.1627353880156779,0.0,0.804222066853992,UndecidedProblem,3.6379326804696959,575711.14117681782,9.9927531237361169,1.5662752500000001,0.064982036200440504,0.65145091973011859,574455.85924777261,1008.7773024662491,1004.0535625852837,0.41860215075065127,1.0,-1.0483864620395364,-8.2917671364301384,-0.90089867024721071,2.2095767423337804,11.108138015649514,-0.8431355273631802,0.99968456212683143,0.22976099216598672,1.06377929482,7.66490740173,4.05434382975,3.32822726953,0.72611656022,5.32251090875
LB_1TET,0,4,9,7.2053549444444442,1.0,5.1444889474411308,18603.873884242148,1.0,5.2827603774722203,0.94957163144890666,4088.800941581987,UndecidedProblem,UndecidedProblem,12.168704142564692,705619.80513924162,724223.67902348377,0.75835976093030588,7.4686137086515387,0.0,0.62417792687390528,UndecidedProblem,3.5854206007667813,724740.70599272859,12.139791645700059,0.19815369444444444,0.042999703037278833,0.90334125337998128,720134.87808190181,4081.0753193157161,4088.800941581987,0.36385393931611809,1.0,-1.0830774766196904,-7.5578750986623904,-0.91437334339350373,1.9902416346812541,10.622836736260826,-0.67603305400029901,0.99947274040653089,0.23549439447965723,0.767151945521,5.5276020638,4.26960338676,2.40017458263,1.86942880413,74.0335890877
LB_1TET,0,4,10,7.2053549444444442,1.0,5.0201563301941432,11529.25182434234,1.0,5.7552033041452422,0.84463264122132242,1900.2679849941758,UndecidedProblem,UndecidedProblem,12.040875722285993,611186.64257106115,622715.89439540345,0.73634988204381213,8.3562274045143425,0.0,0.6684981493471176,UndecidedProblem,4.0138772069403927,622843.32777075667,11.040340177655279,0.19815369444444444,0.049910772795998135,0.78771545454761061,620815.62641040923,1898.0115256908452,1900.267984994176,0.37704504469064731,1.0,-1.1144576474797994,59.586066099147232,-0.9281967213007889,2.103740788026792,2.9291648150594338,-0.74501287486598822,0.99937086528002916,0.2223888171893306,0.879759303946,6.33897805061,4.06180112524,2.75248721259,1.30931391264,20.3851500552
LB_1TET,0,4,11,7.2053549444444442,1.0,5.0669950867715938,20791.586910960366,1.0,5.1143352226148515,0.95461091815872012,4375.1744935209144,UndecidedProblem,UndecidedProblem,12.011334853704527,699413.10753326141,720204.69444422179,0.75587009044840969,7.3629226365371885,0.0,0.59081039216448117,UndecidedProblem,3.7252666760472177,720943.13405231363,12.22912929035453,0.19815369444444444,0.043391102451841551,0.89869081712173171,715829.51995070092,4366.2685770262515,4375.1744935209144,0.37194912512625244,1.0,-1.1213206251675389,-7.5645348019695904,-0.89733927714174044,1.975030376147509,10.638083268367978,-0.66248787829735489,0.99944992890231366,0.22350965086185767,0.771121710378,5.55620562864,4.31788763798,2.412594715,1.90529292298,80.4068267367
LB_10TET,0,4,12,7.2053549444444442,1.0,5.0868838472831781,9062.3021597911284,1.0,5.986747183366635,0.77848591788080101,1355.699925366089,UndecidedProblem,UndecidedProblem,11.793749840684127,565621.5804098068,574683.88256959792,0.73941904701830041,8.7275868946567758,0.0,0.71846550387117003,UndecidedProblem,3.8991267804940541,575345.0837503951,10.535473155335541,0.19815369444444444,0.055143598170465782,0.71836581747415995,573328.18264423183,1354.5327370732659,1355.699925366089,0.36289399775761016,1.0,-1.113960166090217,-8.962264545207665,-0.88488155704451343,2.1483643121556311,12.043861918131089,-0.80034195202241998,0.99954199578900815,0.2267044568751338,0.964689553905,6.95093064709,3.95723853855,3.01820696791,0.939031570642,8.6902359987
LB_10TET,0,4,13,7.2053549444444442,1.0,5.3149605421787518,8165.4475708952559,1.0,5.9391738189916499,0.76800370531593132,1462.618464404562,UndecidedProblem,UndecidedProblem,11.693676517208644,492848.09319472522,501013.54076562048,0.79695367433953135,8.4201523049338256,0.0,0.70324610981242208,UndecidedProblem,3.9642250945293895,501427.33335860603,10.710357932145156,0.19815369444444444,0.053841353576697532,0.72209956434509692,499550.92230121593,1455.5044989606254,1462.6184644045622,0.33272974117094312,1.0,-1.1265548609640301,24.364820000755238,-0.80738984262310165,2.1026612379207283,3.3912211116448265,-0.79224532346322829,0.99937269564015196,0.19535809797290163,0.959701451459,6.91498959846,3.91197999461,3.00260078092,0.909379213693,8.11669475417
LB_10TET,0,4,14,7.2053549444444442,1.0,5.1140492649159395,9340.875409068276,1.0,6.0763753056828005,0.74311196340658647,1306.9605339027999,UndecidedProblem,UndecidedProblem,11.637730977872762,620975.82106114796,630316.69647021627,0.75193181053350544,8.9137174916489457,0.0,0.73889494583901671,UndecidedProblem,3.8411347043059685,630997.6375444493,10.466932027681681,0.19815369444444444,0.05820815574465963,0.68287490366812065,629009.73593631352,1303.4969367010026,1306.9605339028001,0.3575593703910005,1.0,-1.1118473341098396,-7.5602695778616837,-0.88294646555449308,2.1697152669592996,10.6303724627289,-0.82153837571834498,0.99960581044509589,0.22391641252961167,1.01482716128,7.3121899043,3.97038757939,3.17507160412,0.795315975266,6.24188805085
LB_10TET,0,4,15,7.2053549444444442,0.97916666666666663,4.7631635293848058,9663.408427633507,1.0,6.0015153366543554,0.76711950297458087,1046.0639548281317,UndecidedProblem,UndecidedProblem,11.66634130234087,609444.67054258659,619108.07897022006,0.68857230987237406,9.2065955773663912,0.0,0.72186252364408932,UndecidedProblem,3.7080608760795943,619861.16993515857,10.172770054562038,0.5496429444444445,0.058984106473547855,0.6902111440741171,618060.21467002016,1049.8013031589051,1047.8643001998514,0.40668113150644353,1.0,-1.133570379196156,-11.002840969703975,-0.9444758771020566,2.2005742904957137,13.79516624803677,-0.81828197465472441,0.99943563833994109,0.22724929442793912,1.00404058374,7.23446878447,3.98513033555,3.14132383173,0.843806503819,6.97921381911
LB_100TET,0,4,16,7.2053549444444442,0.97222222222222221,3.9150270074563043,10930.358749144491,1.0,5.9034709444464308,0.82327047134511555,664.33781522748313,3.8591817273830582,UndecidedProblem,3.8591817273830582,643338.49918545538,654268.85793459986,0.61572049427216569,9.9360599230103865,0.0,0.74175496903004423,UndecidedProblem,5.7850395404537238,655339.30687595916,9.4414849252370718,0.71541827777777778,0.061829117926171712,0.69648383079635023,653600.96911483153,669.83312501622072,667.88881976831738,0.51491642907061363,1.0,-0.92749863228362583,-12.340359690542886,-0.99560643214981348,2.2895185673356719,14.811769419592247,-0.6879767192649493,0.99976002636098771,0.22550843977840132,0.994997973187,7.16931356582,4.03863441632,3.11303237769,0.925602038627,8.42562330413
LB_100TET,0,4,17,7.2053549444444442,0.9375,4.4707108431149241,17905.4867191185,1.0,5.3440520985039317,0.83558208831586822,1811.0899319738328,UndecidedProblem,UndecidedProblem,11.628157722387417,709381.99232493457,727287.47904405312,0.58488077785738857,8.6169336472262401,0.0,0.74882727373787372,UndecidedProblem,3.6365870529530255,727464.48889302008,10.855144997399252,1.5662752500000001,0.057360840847066427,0.74248945213915596,725435.01148010243,1858.4113337193905,1852.4675639507175,0.44622210010818986,1.0,-1.0568126645491789,-7.7788575085074294,-0.9379926152158633,2.1499314915178021,10.489075674107445,-0.79137014644601977,0.99974095494414961,0.22991904655323556,0.933346592337,6.72509348397,4.2529861308,2.92014480416,1.33284132664,21.5199534039
